loc,folio,line_order,tokens,neutral_roles,pass20_tier,tier_simple,pass16h_final_status,module_short,semantic_function,meta_I,meta_L,meta_H,line_marker_family,functional_gloss_sequence,functional_pseudotranslation,external_translation_status
"f79v.11,+P0",f79v,2822,olcheey lchedy qolkeedy qokain chckhy otar olkam,R00 R00 H21 H08 R00 R01 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE OP/HEAD FUNC-PARTICLE FUNC-PARTICLE QUAL/TAIL ARG/FILL,ARG/FILL / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.12,+P0",f79v,2823,pshdy ofchdy qokedy qoteedy qokedy qoltedy qotedy oky,R06 R00 H12 H01 H12 H21 H17 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE OP/HEAD FUNC-PARTICLE FUNC-PARTICLE,ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.13,+P0",f79v,2824,dain ar olshey dytain qokain checthy okeedy qokeedy ror,R06 R06 R00 R06 H08 R00 R00 H01 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.16,+P0",f79v,2827,dol sheey qol olkshey qokeedy olkeedy qol okaiin oly,R06 R06 R00 R00 H01 R00 R00 R10 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE,FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.17,+P0",f79v,2828,qol sheey chol ol dar qokaiin cheekey qoky otain oram,R00 R06 R07 R06 R06 H08 R00 H01 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.18,+P0",f79v,2829,qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey,H08 R06 H08 R06 R01 R00 H08 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL QUALIFIER ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL,FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / QUALIFIER / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.21,+P0",f79v,2832,dshey qokal sheedy sheky orain otshdy dain cther aror,R06 H08 R06 R06 R00 R00 R06 R04 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE QUAL/TAIL ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.23,+P0",f79v,2834,tolkey okar ol okaiin otylor qokol okeedy dalary,R06 R03 R06 R10 R00 H08 R00 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.25,+P0",f79v,2836,qokeey ol olshdy qotain oteedy olkain otshey sain ol,H08 R06 R00 H13 R01 R00 R00 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE,FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.27,+P0",f79v,2838,odchey kar akain opar otain olkey,R00 R06 R00 R00 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.28,+P0",f79v,2839,pchey ksheol qokain ofchedy otalshdy olkair otaiin okeedy,R06 R06 H08 R00 R00 R00 R10 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE,ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.29,+P0",f79v,2840,dain sheyteedy lk opchedy qotedy otey tal dain oteey oty,R06 R00 R00 R00 H17 R01 R06 R06 R01 R01,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE QUAL/TAIL ARG/FILL FUNC-PARTICLE QUALIFIER QUAL/TAIL,FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL / FUNC-PARTICLE / QUALIFIER / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.34,+P0",f79v,2845,ykeeey qokeey lshey qokytchedy orsheedy otain sheor oly,R06 H08 R00 H10 R00 R00 R06 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG-LEX OP/HEAD ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE,ARG/FILL / FUNC-PARTICLE / ARG-LEX / OP/HEAD / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.35,+P0",f79v,2846,qor cheey kain chl ol otol dain otain ol oteedy qokan,R00 R06 R06 R00 R06 R01 R06 R00 R06 R01 H08,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE QUAL/TAIL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE OP/HEAD,ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / QUAL/TAIL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.36,+P0",f79v,2847,ysheey olshey oltshsey sheepshey,R06 R00 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.38,+P0",f79v,2849,olkeeey qokeey okeedy shedy qokeey okain sheckhdy dag,R00 H08 R00 R06 H08 R10 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f79v.40,+P0",f79v,2851,qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol,H08 R06 R10 R06 R00 H08 R06 H01 R03 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,OP/HEAD FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL OP/HEAD ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE,OP/HEAD / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / OP/HEAD / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.2,=Ln",f80r,2855,olchdy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,=L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.3,=Ln",f80r,2856,okaly,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,=L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.4,=Ln",f80r,2857,okolo,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,=L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.5,=Ln",f80r,2858,okary,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,=L,LABEL-LEX,LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.6,=Ln",f80r,2859,opor,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,=L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.7,~Ln",f80r,2860,olky,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,~L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.8,=Ln",f80r,2861,otalshedy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,=L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.9,~Ln",f80r,2862,okar,R03,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,~L,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.10,+Ln",f80r,2863,okan,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,+L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.12,+P0",f80r,2865,dykshy olotchedy qokain qotain chckhey qokain okal qotain okedy qolr,R06 R00 H08 H13 R00 H08 R07 H13 R00 H07,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE OP/HEAD,ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.14,+P0",f80r,2867,solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal,R00 R06 R00 R04 H08 H13 H13 R02 R00 R00 H13 R01,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE OPERATOR OP/HEAD FUNC-PARTICLE FUNC-PARTICLE ARG/FILL OP/HEAD QUAL/TAIL,ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / OPERATOR / OP/HEAD / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / OP/HEAD / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.21,+P0",f80r,2874,shedy qokey shckhey qotar chckhy otol teol sheol qotal oltain chcthy,R06 H08 R00 H13 R00 R01 R06 R06 H13 R00 R04,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE ARG/FILL OP/HEAD FUNC-PARTICLE QUAL/TAIL ARG/FILL FUNC-PARTICLE OP/HEAD ARG/FILL FUNC-PARTICLE,FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / OP/HEAD / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL / FUNC-PARTICLE / OP/HEAD / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.25,+P0",f80r,2878,dar sheal cheeky okain sol lshedy dol checthy orol eeesal olo teol ory,R06 R06 R00 R10 R06 R00 R06 R00 R00 R00 R00 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,paragraph_continuation,FUNC-PARTICLE ARG-LEX LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,FUNC-PARTICLE / ARG-LEX / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.35,+P0",f80r,2888,olkeey lsheol qokeey shedy qol shedy qokain shey qoty qokain qokady,R00 R00 H08 R06 R00 R06 H08 R06 H01 H08 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80r.40,+P0",f80r,2893,torolshsdy opchey shepchy qotain shcthy qokedy daly,R00 R00 R00 H13 R06 H12 R09,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE ARG-LEX FUNC-PARTICLE QUAL/TAIL,ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG-LEX / FUNC-PARTICLE / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.8,+P0",f80v,2914,olteedy qokaiin shedy qokain sheol qokchdy qokchdy qotydy,R00 H08 R06 H08 R06 H09 H09 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.18,+P0",f80v,2924,ychedy qol okaiin olkedy or okain,R00 R00 R10 R00 R06 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.22,+P0",f80v,2928,dchedy qokal ol chey dal or shedy lshedy,R06 H08 R06 R06 R09 R06 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.23,+P0",f80v,2929,polteshol opy shey qopshedy qoteedy qotol shy kolshd qoky,R00 R00 R06 H21 H01 H13 R06 R06 H01,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE OP/HEAD FUNC-PARTICLE OPERATOR FUNC-PARTICLE ARG/FILL FUNC-PARTICLE,ARG/FILL / ARG/FILL / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / OPERATOR / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.24,+P0",f80v,2930,yshedy qokeey qokey qoty qotol otaiin ol chedy qoky daiin,R00 H08 H08 H01 H13 R10 R06 R02 H01 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE OPERATOR FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / OPERATOR / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.27,+P0",f80v,2933,pshol kain olkar shey qokain dal oltaiin okain shal qoty,R06 R06 R00 R06 H08 R09 R00 R10 R06 H01,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE,ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.38,+P0",f80v,2944,polkedy lsheckhy olky ot olkchy rchey qcthy rchey ral,R00 R00 R00 R00 R00 R00 R00 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f80v.43,+P0",f80v,2949,sor ain shkain shar okshey dalar shokal dy,R06 R06 R06 R06 R00 R06 R06 R02,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,B,B,2,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f81r.7,+P0",f81r,2957,dshees okain chcthy otey okain,R06 R10 R04 R01 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE QUAL/TAIL FUNC-PARTICLE,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / QUAL/TAIL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f81r.8,+P0",f81r,2958,pchedy qokeey oty qotey oteey oly,R06 H08 R01 H13 R01 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG-LEX FUNC-PARTICLE QUAL/TAIL OP/HEAD QUALIFIER FUNC-PARTICLE,ARG-LEX / FUNC-PARTICLE / QUAL/TAIL / OP/HEAD / QUALIFIER / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f81r.10,+P0",f81r,2960,chol dain otedy cheey qotain ly,R07 R06 R01 R06 H13 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f81r.12,+P0",f81r,2962,ychedy tedy ol sheedy qokeey loly,R00 R06 R06 R06 H08 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f81r.13,+P0",f81r,2963,dchol shedy qotedy qol chedy chetyry,R06 R06 H17 R00 R02 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,B,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
